matricula_id,genero_id,edad,rango_edad_id,anio_ingreso,semestre_ingreso,institucion_id,carrera_id,via_ingreso_id,comuna_id
185264,2,20,2,2019,Primer semestre,9,183,5,147
185369,1,20,2,2019,Primer semestre,10,318,5,147
185370,1,20,2,2019,Primer semestre,5,280,5,147
185404,1,23,2,2018,Primer semestre,10,318,5,147
185625,1,22,2,2021,Primer semestre,5,280,5,147
185668,1,23,2,2021,Primer semestre,7,295,5,147
185745,1,21,2,2019,Primer semestre,10,185,5,147
185775,2,22,2,2019,Primer semestre,10,77,5,147
185808,1,23,2,2018,Primer semestre,10,82,5,147
185844,2,23,2,2019,Primer semestre,9,183,5,147
185860,2,28,3,2018,Primer semestre,2,222,5,147
185925,1,21,2,2021,Primer semestre,2,292,5,147
186014,2,21,2,2019,Primer semestre,8,305,5,147
186066,2,19,1,2020,Primer semestre,1,310,5,147
186075,1,19,1,2021,Primer semestre,11,231,5,147
186076,1,19,1,2021,Primer semestre,1,23,9,147
186156,1,19,1,2020,Primer semestre,10,207,6,147
186171,1,19,1,2020,Primer semestre,10,229,5,147
186210,1,23,2,2019,Primer semestre,2,279,5,147
186213,1,19,1,2020,Primer semestre,10,143,5,147
186420,2,22,2,2021,Primer semestre,6,71,5,147
186427,2,20,2,2020,Primer semestre,1,180,5,147
186444,2,23,2,2018,Primer semestre,10,204,5,147
186468,1,26,3,2021,Primer semestre,2,267,5,147
186470,2,39,5,2020,Primer semestre,8,227,5,147
186563,1,24,2,2017,Primer semestre,5,280,5,147
186565,1,22,2,2020,Primer semestre,11,209,2,147
186576,1,19,1,2021,Primer semestre,2,292,5,147
186608,2,24,2,2016,Primer semestre,6,20,5,147
186648,2,18,1,2021,Primer semestre,9,183,5,147
186744,2,19,1,2021,Primer semestre,1,308,5,147
186765,1,22,2,2018,Primer semestre,10,216,5,147
186773,1,19,1,2021,Primer semestre,2,276,5,147
186787,1,42,6,2021,Primer semestre,3,251,9,147
186825,2,20,2,2021,Primer semestre,11,220,5,147
186894,1,29,3,2019,Primer semestre,2,294,5,147
186896,1,18,1,2021,Primer semestre,11,231,5,147
186912,2,24,2,2019,Primer semestre,6,18,3,147
186961,1,21,2,2021,Primer semestre,7,295,5,147
186963,1,19,1,2021,Primer semestre,5,280,5,147
186965,1,22,2,2017,Primer semestre,10,185,5,147
186984,1,34,4,2020,Primer semestre,2,276,5,147
187036,2,19,1,2021,Primer semestre,6,18,5,147
187207,1,31,4,2020,Segundo semestre,3,253,9,147
187270,1,21,2,2019,Primer semestre,11,220,5,147
187271,1,21,2,2020,Primer semestre,8,297,5,147
187299,1,25,3,2021,Primer semestre,11,314,5,147
187355,2,24,2,2019,Primer semestre,1,308,5,147
187620,1,19,1,2021,Primer semestre,10,210,5,147
187644,2,19,1,2021,Primer semestre,6,100,5,147
187729,1,22,2,2017,Primer semestre,11,217,5,147
187735,2,21,2,2021,Primer semestre,10,77,5,147
187736,2,21,2,2020,Primer semestre,6,115,5,147
187752,1,21,2,2020,Primer semestre,1,321,5,147
187755,1,22,2,2017,Primer semestre,10,318,5,147
187756,2,23,2,2017,Primer semestre,11,220,5,147
187770,1,19,1,2021,Primer semestre,7,238,5,147
187852,2,24,2,2017,Primer semestre,11,6,5,147
187903,1,24,2,2020,Primer semestre,8,304,5,147
188152,2,23,2,2017,Primer semestre,9,73,5,147
188161,2,21,2,2021,Primer semestre,6,70,5,147
188277,1,43,6,2020,Primer semestre,10,92,5,147
188307,2,19,1,2020,Primer semestre,1,56,5,147
188405,1,29,3,2016,Primer semestre,13,235,5,147
188419,1,34,4,2020,Primer semestre,6,70,5,147
188513,2,18,1,2021,Primer semestre,6,132,5,147
188557,1,33,4,2021,Primer semestre,13,35,5,147
188560,1,19,1,2020,Primer semestre,2,276,5,147
188598,1,23,2,2017,Primer semestre,10,211,6,147
188668,1,28,3,2012,Primer semestre,9,183,5,147
188813,1,19,1,2021,Primer semestre,1,66,5,147
188866,1,22,2,2018,Primer semestre,10,216,5,147
188910,2,18,1,2021,Primer semestre,5,120,5,147
188961,1,33,4,2021,Primer semestre,1,23,5,147
189003,1,23,2,2017,Primer semestre,10,82,5,147
189137,2,22,2,2019,Primer semestre,1,178,5,147
189179,1,24,2,2021,Primer semestre,7,238,5,147
189232,1,39,5,2019,Primer semestre,2,262,5,147
189277,2,24,2,2015,Primer semestre,9,183,5,147
189350,1,43,6,2010,Primer semestre,13,235,5,147
189414,2,21,2,2020,Primer semestre,9,76,5,147
189433,1,27,3,2016,Primer semestre,9,74,5,147
189440,1,32,4,2021,Primer semestre,5,296,5,147
189580,1,21,2,2021,Primer semestre,8,304,5,147
189581,2,21,2,2021,Primer semestre,6,18,5,147
189640,1,23,2,2021,Primer semestre,4,243,5,147
189732,2,20,2,2020,Primer semestre,1,281,5,147
189763,2,29,3,2019,Primer semestre,4,105,9,147
189834,1,29,3,2021,Primer semestre,13,35,5,147
189918,1,24,2,2018,Primer semestre,11,61,5,147
189996,2,21,2,2019,Primer semestre,6,149,5,147
190058,2,24,2,2020,Primer semestre,7,91,5,147
190145,2,22,2,2020,Primer semestre,6,40,5,147
190264,1,44,6,2020,Primer semestre,3,253,9,147
190393,1,20,2,2020,Primer semestre,8,304,5,147
190394,1,20,2,2020,Primer semestre,1,281,5,147
190638,2,22,2,2018,Primer semestre,1,308,5,147
190810,2,26,3,2015,Primer semestre,9,83,5,147
190836,2,22,2,2017,Primer semestre,5,120,5,147
190899,1,28,3,2015,Primer semestre,9,183,5,147
190902,1,23,2,2017,Primer semestre,10,229,5,147
190917,1,20,2,2020,Primer semestre,8,305,5,147
190973,2,23,2,2017,Primer semestre,7,241,5,147
190993,1,19,1,2021,Primer semestre,9,83,5,147
190997,1,27,3,2019,Primer semestre,6,71,5,147
190998,1,27,3,2018,Primer semestre,11,61,5,147
191028,1,31,4,2014,Primer semestre,9,33,5,147
191057,2,21,2,2019,Primer semestre,6,136,5,147
191063,2,20,2,2020,Primer semestre,1,12,5,147
191123,2,21,2,2020,Primer semestre,10,77,5,147
191124,1,21,2,2021,Primer semestre,10,229,5,147
191148,2,21,2,2020,Primer semestre,13,182,5,147
191181,1,36,5,2021,Primer semestre,3,249,9,147
191274,1,21,2,2019,Primer semestre,10,216,5,147
191307,2,19,1,2020,Primer semestre,8,303,5,147
191308,1,20,2,2020,Primer semestre,10,82,5,147
191318,1,20,2,2021,Primer semestre,2,292,5,147
191351,1,19,1,2020,Primer semestre,10,185,5,147
191357,1,22,2,2019,Primer semestre,7,131,5,147
191418,1,26,3,2021,Primer semestre,2,262,5,147
191522,1,24,2,2020,Primer semestre,11,190,2,147
191544,2,29,3,2021,Primer semestre,4,21,5,147
191587,1,42,6,2019,Primer semestre,14,58,5,147
191756,2,32,4,2018,Primer semestre,13,151,5,147
191836,1,23,2,2019,Primer semestre,10,211,5,147
191856,2,21,2,2020,Primer semestre,13,151,5,147
191882,1,22,2,2019,Primer semestre,10,185,5,147
191888,2,20,2,2019,Primer semestre,10,77,5,147
191949,2,21,2,2018,Primer semestre,9,33,5,147
192042,2,19,1,2021,Primer semestre,10,216,5,147
192086,2,21,2,2019,Primer semestre,15,317,5,147
192108,2,23,2,2019,Primer semestre,1,53,5,147
192163,1,30,4,2013,Primer semestre,9,5,5,147
192198,1,19,1,2020,Primer semestre,10,207,6,147
192288,1,18,1,2021,Primer semestre,9,83,5,147
192363,1,24,2,2018,Primer semestre,10,63,5,147
192384,2,19,1,2021,Primer semestre,6,132,5,147
192418,1,21,2,2021,Primer semestre,11,61,2,147
192508,2,25,3,2018,Primer semestre,5,278,5,147
192547,2,32,4,2021,Primer semestre,11,153,5,147
192580,1,25,3,2021,Primer semestre,6,71,5,147
192581,2,25,3,2019,Primer semestre,15,101,2,147
192600,1,22,2,2019,Primer semestre,10,216,5,147
192601,1,22,2,2017,Primer semestre,10,210,5,147
192665,1,18,1,2021,Primer semestre,10,57,5,147
192721,1,23,2,2020,Primer semestre,11,231,3,147
192739,1,23,2,2017,Primer semestre,10,216,5,147
192740,1,23,2,2021,Primer semestre,2,272,5,147
192753,2,21,2,2018,Primer semestre,2,222,5,147
192827,1,19,1,2021,Primer semestre,2,276,5,147
192936,1,51,6,2021,Primer semestre,14,34,5,147
192988,1,25,3,2020,Primer semestre,10,86,5,147
193000,1,22,2,2018,Primer semestre,11,231,5,147
193016,2,20,2,2019,Primer semestre,9,83,5,147
193084,2,28,3,2021,Primer semestre,10,167,5,147
193239,1,28,3,2020,Primer semestre,6,20,1,147
193268,1,22,2,2017,Primer semestre,9,59,5,147
193296,1,24,2,2021,Primer semestre,13,182,5,147
193504,1,21,2,2019,Primer semestre,9,74,5,147
193529,2,29,3,2016,Primer semestre,11,217,5,147
193546,2,19,1,2021,Primer semestre,1,290,9,147
193559,2,22,2,2021,Primer semestre,6,20,3,147
193561,1,19,1,2020,Primer semestre,9,33,5,147
193562,1,19,1,2021,Primer semestre,10,143,5,147
193590,1,23,2,2020,Primer semestre,6,70,5,147
193607,1,26,3,2014,Primer semestre,9,33,5,147
193663,2,23,2,2020,Primer semestre,13,32,3,147
193664,1,21,2,2021,Primer semestre,6,4,1,147
193756,1,23,2,2018,Primer semestre,10,30,5,147
193831,2,24,2,2018,Primer semestre,7,131,5,147
194029,1,38,5,2019,Primer semestre,3,253,5,147
194085,2,25,3,2019,Primer semestre,5,120,5,147
194154,1,27,3,2021,Primer semestre,13,60,5,147
194161,2,19,1,2021,Primer semestre,9,33,5,147
194305,2,19,1,2021,Primer semestre,6,132,5,147
194508,2,26,3,2021,Primer semestre,2,246,5,147
194634,1,24,2,2021,Primer semestre,2,279,5,147
194681,1,19,1,2021,Primer semestre,10,14,5,147
194718,1,22,2,2019,Primer semestre,5,90,5,147
194739,2,19,1,2021,Primer semestre,10,205,11,147
194771,1,21,2,2019,Primer semestre,11,84,5,147
194831,1,33,4,2021,Primer semestre,5,268,2,147
194907,1,20,2,2021,Primer semestre,8,227,5,147
194908,1,20,2,2019,Primer semestre,10,211,5,147
194963,1,20,2,2020,Primer semestre,10,318,5,147
195028,2,31,4,2020,Primer semestre,14,31,5,147
195082,2,22,2,2018,Primer semestre,10,30,5,147
195144,1,22,2,2018,Primer semestre,10,318,5,147
195147,1,21,2,2019,Primer semestre,8,305,5,147
195219,1,19,1,2021,Primer semestre,2,279,5,147
195323,1,29,3,2019,Segundo semestre,3,253,9,147
195391,1,46,6,2021,Primer semestre,2,68,5,147
195567,2,23,2,2016,Primer semestre,9,33,5,147
195646,2,20,2,2020,Primer semestre,6,136,5,147
195702,1,24,2,2020,Primer semestre,2,276,5,147
195793,2,20,2,2020,Primer semestre,10,113,5,147
195860,1,26,3,2019,Primer semestre,3,253,5,147
195877,1,19,1,2021,Primer semestre,10,216,5,147
196056,2,24,2,2016,Primer semestre,9,183,5,147
196071,2,24,2,2019,Primer semestre,5,126,5,147
196092,1,29,3,2021,Primer semestre,8,227,5,147
196202,1,19,1,2020,Primer semestre,9,5,5,147
196267,1,24,2,2016,Primer semestre,11,231,5,147
196310,1,23,2,2018,Primer semestre,15,317,5,147
196371,1,21,2,2021,Primer semestre,6,102,5,147
196399,2,21,2,2021,Primer semestre,2,292,5,147
196400,2,21,2,2019,Primer semestre,9,33,5,147
196609,2,23,2,2020,Primer semestre,6,136,5,147
196751,1,19,1,2021,Primer semestre,10,195,5,147
196796,2,24,2,2016,Primer semestre,11,79,5,147
196901,1,25,3,2015,Segundo semestre,11,220,2,147
196956,2,21,2,2018,Segundo semestre,1,316,3,147
197013,1,19,1,2021,Primer semestre,10,213,5,147
197015,1,19,1,2020,Primer semestre,9,183,5,147
197071,2,32,4,2019,Primer semestre,6,129,5,147
197080,1,24,2,2021,Primer semestre,6,3,1,147
197168,1,25,3,2021,Primer semestre,1,281,5,147
197170,2,42,6,2021,Primer semestre,1,54,5,147
197251,1,22,2,2020,Primer semestre,8,227,5,147
197266,2,20,2,2020,Primer semestre,11,78,5,147
197267,1,20,2,2020,Primer semestre,11,231,5,147
197285,1,22,2,2020,Primer semestre,6,4,5,147
197356,1,20,2,2021,Primer semestre,2,222,5,147
197385,1,38,5,2020,Primer semestre,3,253,9,147
197419,2,19,1,2021,Primer semestre,5,120,5,147
197452,2,21,2,2021,Primer semestre,6,117,5,147
197453,2,21,2,2019,Primer semestre,10,318,5,147
197455,2,19,1,2020,Primer semestre,2,68,5,147
197480,1,22,2,2019,Segundo semestre,10,210,2,147
197525,2,18,1,2021,Primer semestre,6,100,5,147
197560,2,19,1,2021,Primer semestre,6,117,5,147
197577,2,24,2,2015,Primer semestre,9,33,5,147
197598,1,29,3,2017,Primer semestre,13,151,3,147
197642,2,31,4,2018,Primer semestre,8,228,5,147
197660,1,29,3,2011,Primer semestre,9,183,5,147
197690,1,24,2,2020,Primer semestre,10,211,2,147
197748,2,22,2,2021,Primer semestre,1,7,5,147
197776,1,23,2,2017,Primer semestre,9,83,5,147
197901,1,24,2,2021,Primer semestre,2,68,5,147
197910,1,30,4,2021,Primer semestre,2,272,5,147
197915,2,21,2,2021,Primer semestre,1,281,5,147
198037,2,23,2,2017,Primer semestre,9,83,5,147
198051,2,24,2,2017,Primer semestre,10,113,5,147
198056,1,21,2,2019,Primer semestre,10,216,5,147
198255,1,21,2,2020,Primer semestre,5,270,5,147
198263,2,24,2,2018,Primer semestre,10,204,5,147
198310,1,22,2,2018,Primer semestre,7,241,5,147
198311,1,23,2,2021,Primer semestre,1,66,9,147
198348,1,24,2,2021,Primer semestre,10,92,5,147
198362,2,26,3,2021,Primer semestre,1,54,2,147
198489,1,18,1,2021,Primer semestre,7,241,5,147
198670,2,32,4,2018,Primer semestre,10,30,7,147
198680,1,24,2,2018,Primer semestre,11,188,5,147
198704,1,33,4,2021,Primer semestre,5,280,5,147
198705,1,22,2,2020,Primer semestre,8,305,5,147
198794,1,19,1,2020,Primer semestre,10,63,5,147
199013,2,28,3,2014,Primer semestre,10,82,10,147
199026,1,19,1,2020,Primer semestre,11,314,5,147
199084,2,26,3,2014,Primer semestre,1,1,5,147
199251,1,27,3,2020,Primer semestre,1,1,5,147
199326,2,19,1,2021,Primer semestre,10,185,5,147
199345,1,24,2,2018,Primer semestre,2,292,5,147
199351,2,22,2,2021,Primer semestre,1,316,2,147
199434,1,19,1,2020,Primer semestre,10,229,5,147
199514,2,26,3,2019,Primer semestre,2,222,5,147
199537,2,21,2,2020,Primer semestre,1,321,5,147
199685,1,18,1,2021,Primer semestre,9,33,5,147
199692,2,26,3,2020,Primer semestre,1,309,5,147
199800,1,21,2,2018,Primer semestre,10,63,5,147
199972,2,24,2,2017,Primer semestre,13,232,5,147
200021,2,31,4,2016,Primer semestre,6,118,5,147
200031,1,21,2,2019,Primer semestre,13,32,5,147
200166,1,32,4,2021,Primer semestre,10,213,5,147
200201,1,22,2,2018,Primer semestre,11,319,5,147
200262,1,19,1,2020,Primer semestre,10,229,5,147
200464,2,27,3,2018,Primer semestre,15,108,3,147
200512,1,48,6,2019,Primer semestre,1,24,5,147
200601,2,37,5,2017,Primer semestre,7,241,5,147
200692,1,29,3,2018,Primer semestre,9,59,5,147
200737,1,24,2,2016,Primer semestre,9,59,5,147
200864,2,22,2,2020,Primer semestre,9,76,5,147
200924,2,19,1,2021,Primer semestre,1,53,5,147
201107,2,19,1,2021,Primer semestre,9,183,5,147
201196,1,24,2,2019,Primer semestre,9,59,5,147
201211,2,26,3,2020,Primer semestre,5,265,5,147
201212,1,29,3,2017,Primer semestre,13,51,5,147
201361,2,18,1,2021,Primer semestre,6,138,5,147
201477,2,19,1,2020,Primer semestre,10,207,5,147
201491,2,19,1,2021,Primer semestre,1,178,5,147
201556,1,27,3,2014,Primer semestre,13,60,5,147
201653,2,26,3,2018,Primer semestre,10,82,5,147
201654,1,19,1,2021,Primer semestre,10,207,5,147
201721,1,35,5,2020,Primer semestre,10,207,5,147
201873,1,24,2,2016,Primer semestre,9,74,5,147
201899,1,65,6,2021,Primer semestre,10,175,5,147
201920,1,23,2,2017,Primer semestre,10,214,6,147
202034,2,23,2,2017,Primer semestre,11,312,5,147
202076,1,19,1,2021,Primer semestre,11,217,5,147
202077,1,23,2,2017,Primer semestre,11,201,5,147
202097,1,19,1,2020,Primer semestre,10,82,5,147
202150,1,39,5,2021,Primer semestre,11,153,5,147
202186,1,39,5,2020,Primer semestre,1,281,5,147
202223,1,19,1,2021,Primer semestre,11,190,5,147
202285,1,21,2,2020,Primer semestre,11,190,2,147
202303,1,34,4,2018,Primer semestre,3,254,5,147
202324,1,31,4,2020,Primer semestre,3,253,9,147
202327,1,29,3,2021,Primer semestre,5,280,5,147
202370,2,19,1,2021,Primer semestre,6,138,5,147
202385,2,22,2,2018,Primer semestre,11,231,5,147
202496,1,19,1,2021,Primer semestre,10,63,5,147
202520,1,21,2,2019,Primer semestre,10,229,10,147
202566,2,46,6,2021,Primer semestre,13,35,5,147
202611,1,53,6,2020,Primer semestre,3,247,9,147
202660,1,23,2,2020,Primer semestre,7,238,5,147
202732,1,22,2,2020,Primer semestre,10,57,4,147
202762,1,24,2,2021,Primer semestre,6,70,5,147
202773,1,29,3,2019,Primer semestre,10,82,5,147
202812,2,24,2,2017,Primer semestre,11,188,2,147
202849,1,33,4,2010,Primer semestre,9,33,5,147
202866,1,19,1,2021,Primer semestre,13,182,5,147
202878,2,36,5,2019,Primer semestre,3,249,9,147
202918,2,22,2,2019,Primer semestre,1,179,5,147
202943,1,59,6,2018,Primer semestre,12,199,5,147
202944,1,23,2,2018,Primer semestre,10,318,5,147
202965,1,28,3,2013,Primer semestre,10,63,5,147
203003,2,18,1,2021,Primer semestre,9,83,5,147
203054,1,26,3,2020,Primer semestre,6,20,3,147
203058,1,22,2,2021,Primer semestre,5,271,2,147
203060,2,21,2,2019,Primer semestre,10,113,5,147
203110,2,39,5,2019,Primer semestre,1,13,5,147
203122,2,22,2,2018,Primer semestre,6,144,5,147
203188,2,23,2,2018,Primer semestre,9,183,5,147
203271,2,21,2,2019,Primer semestre,1,54,5,147
203324,1,23,2,2017,Primer semestre,10,57,5,147
203381,2,21,2,2019,Primer semestre,5,120,5,147
203398,2,23,2,2020,Primer semestre,11,255,5,147
203655,1,21,2,2019,Primer semestre,2,292,5,147
203688,1,22,2,2021,Primer semestre,11,314,2,147
203689,1,22,2,2019,Primer semestre,7,295,5,147
203694,1,24,2,2019,Primer semestre,7,241,5,147
203801,1,21,2,2020,Primer semestre,9,83,5,147
203826,2,24,2,2019,Primer semestre,6,118,5,147
203832,1,22,2,2019,Primer semestre,8,305,5,147
203833,1,22,2,2019,Primer semestre,2,272,5,147
203894,2,20,2,2020,Primer semestre,10,214,5,147
203914,1,19,1,2021,Primer semestre,13,151,5,147
203962,1,56,6,2021,Primer semestre,10,92,5,147
203969,1,23,2,2018,Primer semestre,10,82,5,147
204055,1,22,2,2020,Primer semestre,6,3,1,147
204066,1,19,1,2021,Primer semestre,1,281,9,147
204152,1,19,1,2021,Primer semestre,13,60,5,147
204176,1,21,2,2019,Primer semestre,8,305,5,147
204178,1,25,3,2014,Primer semestre,9,5,5,147
204256,2,26,3,2019,Primer semestre,10,204,4,147
204321,1,19,1,2020,Primer semestre,7,241,5,147
204385,2,21,2,2020,Primer semestre,1,67,5,147
204423,2,38,5,2013,Primer semestre,14,34,5,147
204481,1,22,2,2018,Primer semestre,10,30,5,147
204505,2,26,3,2017,Primer semestre,11,206,5,147
204512,1,22,2,2020,Primer semestre,1,321,5,147
204562,1,19,1,2021,Primer semestre,2,279,5,147
204571,1,26,3,2015,Primer semestre,9,33,5,147
204602,2,24,2,2020,Primer semestre,10,210,5,147
204618,2,19,1,2021,Primer semestre,11,80,5,147
204624,1,26,3,2015,Primer semestre,9,183,5,147
204657,1,22,2,2020,Primer semestre,13,64,5,147
204728,1,22,2,2018,Primer semestre,9,183,5,147
204898,2,26,3,2021,Primer semestre,10,57,5,147
204905,2,19,1,2021,Primer semestre,9,83,5,147
204919,1,24,2,2016,Primer semestre,9,59,5,147
205096,1,22,2,2017,Primer semestre,11,231,5,147
205103,1,18,1,2021,Primer semestre,6,4,5,147
205154,1,19,1,2020,Primer semestre,8,305,5,147
205203,1,38,5,2020,Primer semestre,14,87,5,147
205253,1,21,2,2020,Primer semestre,2,284,5,147
205441,1,19,1,2020,Primer semestre,10,195,5,147
205514,1,19,1,2021,Primer semestre,10,318,5,147
205532,1,19,1,2020,Primer semestre,10,195,6,147
205574,2,24,2,2016,Primer semestre,10,63,5,147
205703,2,20,2,2020,Primer semestre,10,204,5,147
205745,2,28,3,2015,Primer semestre,15,134,5,147
205900,2,28,3,2020,Primer semestre,5,96,5,147
205965,1,18,1,2021,Primer semestre,10,214,5,147
205973,1,22,2,2020,Primer semestre,2,262,5,147
206021,1,23,2,2017,Primer semestre,10,318,5,147
206110,1,44,6,2020,Primer semestre,3,247,9,147
206218,1,23,2,2018,Primer semestre,11,190,5,147
206282,1,23,2,2018,Primer semestre,10,195,5,147
206339,1,19,1,2021,Primer semestre,6,102,5,147
206384,1,25,3,2021,Primer semestre,5,280,5,147
206426,2,26,3,2018,Primer semestre,1,321,5,147
206477,2,28,3,2019,Primer semestre,13,151,3,147
206564,2,28,3,2017,Primer semestre,9,76,5,147
206608,1,27,3,2017,Primer semestre,13,64,5,147
206629,1,18,1,2021,Primer semestre,2,276,5,147
206663,1,27,3,2021,Primer semestre,14,315,5,147
206691,1,19,1,2020,Primer semestre,10,210,5,147
206797,2,19,1,2021,Primer semestre,10,229,5,147
206823,2,24,2,2016,Primer semestre,10,39,5,147
206878,2,26,3,2020,Primer semestre,6,71,5,147
206921,2,19,1,2021,Primer semestre,6,129,5,147
207087,1,23,2,2017,Primer semestre,11,61,5,147
207156,1,29,3,2021,Primer semestre,2,279,5,147
207175,2,34,4,2021,Primer semestre,10,86,5,147
207391,2,25,3,2020,Primer semestre,8,299,5,147
207420,2,25,3,2021,Primer semestre,6,119,1,147
207424,2,22,2,2019,Primer semestre,10,214,5,147
207490,1,19,1,2020,Primer semestre,6,70,5,147
207499,1,23,2,2018,Primer semestre,5,280,5,147
207730,2,19,1,2021,Primer semestre,13,60,5,147
207731,2,19,1,2021,Primer semestre,9,5,5,147
207780,1,19,1,2020,Primer semestre,9,33,5,147
207795,2,32,4,2019,Primer semestre,8,300,5,147
207897,1,24,2,2015,Primer semestre,9,5,5,147
207916,1,22,2,2019,Primer semestre,11,50,5,147
207922,1,29,3,2018,Primer semestre,3,247,9,147
207932,2,22,2,2018,Primer semestre,9,83,7,147
208072,2,21,2,2019,Primer semestre,9,73,5,147
208088,2,24,2,2017,Primer semestre,10,210,5,147
208106,2,19,1,2020,Primer semestre,6,136,5,147
208252,2,20,2,2020,Primer semestre,10,318,5,147
208257,1,19,1,2020,Primer semestre,10,185,5,147
208268,1,21,2,2018,Primer semestre,2,292,5,147
208305,2,20,2,2019,Primer semestre,6,144,5,147
208434,1,26,3,2017,Primer semestre,15,317,5,147
208555,2,21,2,2020,Primer semestre,10,229,10,147
208705,1,22,2,2018,Primer semestre,10,113,5,147
208728,2,45,6,2020,Primer semestre,6,71,5,147
208847,1,21,2,2021,Primer semestre,2,68,5,147
208873,1,19,1,2020,Primer semestre,9,5,5,147
208921,1,29,3,2021,Primer semestre,4,275,5,147
208969,2,34,4,2020,Primer semestre,14,81,5,147
209014,2,23,2,2018,Primer semestre,10,204,5,147
209015,1,24,2,2017,Primer semestre,15,317,5,147
209064,2,20,2,2019,Primer semestre,10,207,11,147
209075,1,21,2,2021,Primer semestre,11,314,5,147
209101,1,33,4,2018,Primer semestre,12,199,5,147
209237,1,20,2,2021,Primer semestre,8,227,5,147
209278,1,24,2,2016,Primer semestre,11,319,5,147
209286,1,18,1,2021,Primer semestre,1,281,5,147
209300,1,23,2,2017,Primer semestre,10,216,5,147
209437,2,38,5,2018,Primer semestre,15,134,5,147
209507,1,22,2,2018,Primer semestre,11,61,5,147
209561,2,36,5,2019,Primer semestre,7,244,5,147
209579,2,19,1,2020,Primer semestre,1,55,5,147
209606,1,19,1,2021,Primer semestre,10,14,5,147
209635,1,19,1,2020,Primer semestre,11,314,5,147
209661,1,21,2,2020,Primer semestre,1,66,5,147
209788,1,39,5,2019,Primer semestre,2,272,5,147
209829,2,35,5,2005,Primer semestre,9,183,5,147
209884,2,22,2,2021,Primer semestre,15,121,3,147
209890,1,22,2,2020,Primer semestre,10,63,2,147
209994,2,24,2,2016,Primer semestre,10,39,5,147
210113,1,24,2,2017,Primer semestre,10,210,5,147
210131,1,28,3,2017,Primer semestre,10,185,5,147
210196,1,24,2,2017,Primer semestre,10,63,5,147
210239,2,19,1,2021,Primer semestre,6,138,5,147
210249,1,25,3,2017,Primer semestre,10,318,5,147
210252,1,31,4,2021,Primer semestre,6,20,5,147
210260,2,19,1,2020,Primer semestre,10,216,5,147
210342,1,22,2,2020,Primer semestre,15,108,1,147
210512,2,21,2,2020,Primer semestre,10,214,5,147
210547,2,20,2,2021,Primer semestre,10,193,5,147
210609,2,19,1,2020,Primer semestre,10,205,11,147
210645,2,19,1,2021,Primer semestre,11,6,5,147
210653,1,29,3,2020,Primer semestre,11,162,5,147
210659,2,24,2,2018,Primer semestre,10,204,5,147
210678,2,23,2,2017,Primer semestre,9,59,5,147
210816,1,24,2,2019,Primer semestre,5,268,5,147
210837,2,28,3,2019,Primer semestre,5,277,5,147
210857,1,20,2,2021,Primer semestre,11,188,5,147
210859,1,28,3,2020,Primer semestre,5,269,5,147
210887,1,23,2,2021,Primer semestre,15,85,2,147
210888,2,23,2,2016,Primer semestre,9,76,5,147
210908,1,29,3,2019,Primer semestre,3,253,9,147
210960,1,24,2,2020,Primer semestre,11,255,3,147
211003,2,26,3,2014,Primer semestre,9,76,5,147
211025,2,22,2,2020,Primer semestre,2,222,5,147
211073,1,39,5,2021,Primer semestre,3,251,9,147
211099,1,23,2,2020,Primer semestre,9,59,5,147
211196,1,19,1,2021,Primer semestre,11,188,5,147
211266,1,28,3,2013,Primer semestre,9,74,5,147
211334,1,22,2,2021,Primer semestre,15,85,2,147
211335,2,22,2,2017,Primer semestre,9,59,5,147
211424,2,19,1,2021,Primer semestre,6,18,5,147
211429,2,35,5,2020,Primer semestre,13,35,5,147
211449,1,24,2,2016,Primer semestre,13,64,5,147
211646,1,27,3,2020,Primer semestre,10,57,5,147
211771,1,23,2,2016,Primer semestre,11,61,5,147
211789,2,24,2,2020,Primer semestre,6,40,5,147
211804,1,24,2,2021,Primer semestre,13,60,5,147
211818,2,20,2,2020,Primer semestre,5,90,5,147
211944,1,18,1,2021,Primer semestre,11,231,5,147
211982,1,18,1,2021,Primer semestre,9,83,5,147
212004,2,27,3,2021,Primer semestre,6,3,1,147
212028,1,22,2,2019,Primer semestre,7,238,5,147
212039,1,23,2,2018,Primer semestre,10,143,5,147
212121,1,21,2,2020,Primer semestre,13,64,5,147
212243,2,22,2,2019,Primer semestre,10,207,5,147
212254,1,18,1,2021,Primer semestre,11,190,5,147
212277,1,19,1,2021,Primer semestre,6,102,5,147
212305,1,24,2,2020,Primer semestre,11,6,5,147
212402,1,19,1,2021,Primer semestre,10,57,5,147
212406,1,19,1,2021,Primer semestre,10,213,5,147
212421,1,23,2,2019,Primer semestre,10,194,5,147
212443,1,27,3,2021,Primer semestre,5,280,5,147
212510,2,38,5,2020,Primer semestre,10,175,5,147
212560,2,24,2,2016,Primer semestre,9,59,5,147
212681,1,23,2,2017,Primer semestre,10,39,8,147
212691,1,20,2,2019,Primer semestre,10,210,5,147
212845,1,31,4,2017,Primer semestre,13,51,5,147
212914,1,22,2,2019,Primer semestre,11,61,3,147
212937,1,37,5,2021,Primer semestre,8,304,5,147
212990,1,22,2,2019,Primer semestre,9,74,5,147
213029,1,22,2,2021,Primer semestre,8,304,5,147
